title,genre,year
The Long Walk Home,Drama,1990
Mountains of the Moon,Adventure,1990
Two Evil Eyes,Horror,1990
Mr. & Mrs. Bridge,Drama,1990
Trust,Comedy,1990
Crazy People,Comedy,1990
A Shock to the System,Comedy,1990
The Boyfriend School,Comedy,1990
Roger Corman's Frankenstein Unbound,Drama,1990
Nuns on the Run,Comedy,1990
Q&A,Crime,1990
An Angel at My Table,Biography,1990
Stanley & Iris,Drama,1990
Flashback,Action,1990
Men Don't Leave,Comedy,1990
Ski Patrol,Action,1990
Ghost Dad,Comedy,1990
Book of Love,Comedy,1990
Hidden Agenda,Drama,1990
Everybody's Fine,Drama,1990
Spaced Invaders,Adventure,1990
Meet the Applegates,Comedy,1990
Betsy's Wedding,Comedy,1990
Def by Temptation,Horror,1990
Heart Condition,Comedy,1990
My Father's Glory,Adventure,1990
Vincent & Theo,Biography,1990
Streets,Action,1990
Stella,Drama,1990
The Forbidden Dance,Drama,1990
Loose Cannons,Action,1990
A Tale of Springtime,Comedy,1990
To Sleep with Anger,Drama,1990
Where the Heart Is,Comedy,1990
Love at Large,Comedy,1990
Boiling Point,Action,1990
Downtown,Action,1990
Short Time,Comedy,1990
American Ninja 4: The Annihilation,Action,1990
Gate 2: The Trespassers,Fantasy,1990
Come See the Paradise,Drama,1990
The Garden,Drama,1990
Lambada,Drama,1990
The Shrimp on the Barbie,Comedy,1990
May Fools,Comedy,1990
The Last of the Finest,Action,1990
Strangers in Good Company,Drama,1990
Opportunity Knocks,Comedy,1990
Funny About Love,Comedy,1990
Graffiti Bridge,Drama,1990
Coupe de Ville,Comedy,1990
Sibling Rivalry,Comedy,1990
Vital Signs,Drama,1990
Body Chemistry,Drama,1990
The Haunting of Morella,Horror,1990
The Fourth War,Drama,1990
Tune in Tomorrow...,Comedy,1990
Impulse,Crime,1990
La discrète,Drama,1990
Heaven and Earth,Action,1990
Crossing the Line,Crime,1990
Mindwalk,Drama,1990
The Nasty Girl,Comedy,1990
Archangel,Comedy,1990
Terminator 2: Judgment Day,Action,1991
Point Break,Action,1991
The Silence of the Lambs,Crime,1991
Hook,Adventure,1991
Boyz n the Hood,Crime,1991
Cape Fear,Crime,1991
Career Opportunities,Comedy,1991
The Addams Family,Comedy,1991
Thelma & Louise,Adventure,1991
Y Tu Mamá También,Drama,1991
Robin Hood: Prince of Thieves,Action,1991
The Doors,Biography,1991
Beauty and the Beast,Animation,1991
Fried Green Tomatoes,Drama,1991
JFK,Drama,1991
The Rocketeer,Action,1991
My Girl,Comedy,1991
Backdraft,Action,1991
Bill & Ted's Bogus Journey,Adventure,1991
Father of the Bride,Comedy,1991
City Slickers,Comedy,1991
Don't Tell Mom the Babysitter's Dead,Comedy,1991
The Fisher King,Comedy,1991
Sex and Zen,Comedy,1991
Sleeping with the Enemy,Drama,1991
The Beautiful Troublemaker,Drama,1991
Return to the Blue Lagoon,Adventure,1991
The Last Boy Scout,Action,1991
Star Trek VI: The Undiscovered Country,Action,1991
My Own Private Idaho,Drama,1991
Drop Dead Fred,Comedy,1991
Hot Shots!,Action,1991
Hudson Hawk,Action,1991
The Prince of Tides,Drama,1991
Barton Fink,Comedy,1991
Nothing But Trouble,Comedy,1991
What About Bob?,Comedy,1991
Naked Lunch,Drama,1991
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action,1991
The Naked Gun 2½: The Smell of Fear,Comedy,1991
Double Impact,Action,1991
The Commitments,Comedy,1991
The Man in the Moon,Drama,1991
The Double Life of Véronique,Drama,1991
New Jack City,Action,1991
Toy Soldiers,Action,1991
The People Under the Stairs,Comedy,1991
Regarding Henry,Drama,1991
Bugsy,Biography,1991
Doc Hollywood,Comedy,1991
Delicatessen,Comedy,1991
Night on Earth,Comedy,1991
Child's Play 3,Horror,1991
Freddy's Dead: The Final Nightmare,Fantasy,1991
Oscar,Comedy,1991
The Lovers on the Bridge,Drama,1991
Highlander II: The Quickening,Action,1991
Stone Cold,Action,1991
Wild Hearts Can't Be Broken,Drama,1991
Showdown in Little Tokyo,Action,1991
Jungle Fever,Drama,1991
Harley Davidson and the Marlboro Man,Action,1991
Not Without My Daughter,Drama,1991
Defending Your Life,Comedy,1991
Flight of the Intruder,Action,1991
Problem Child 2,Comedy,1991
The Hard Way,Action,1991
Ricochet,Action,1991
L.A. Story,Comedy,1991
Rush,Action,1991
Dead Again,Crime,1991
Out for Justice,Action,1991
Only Yesterday,Animation,1991
The Indian Runner,Drama,1991
An American Tail: Fievel Goes West,Animation,1991
Life Stinks,Comedy,1991
Frankie and Johnny,Comedy,1991
Grand Canyon,Crime,1991
Close My Eyes,Drama,1991
Homicide,Crime,1991
Soapdish,Comedy,1991
Curly Sue,Comedy,1991
The Rapture,Drama,1991
Mannequin: on the Move,Comedy,1991
Rock-A-Doodle,Animation,1991
Necessary Roughness,Comedy,1991
Cool as Ice,Comedy,1991
Wild Orchid II: Two Shades of Blue,Drama,1991
Switch,Comedy,1991
White Fang,Adventure,1991
Until the End of the World,Action,1991
Only the Lonely,Comedy,1991
Dutch,Comedy,1991
Shattered,Crime,1991
Raise the Red Lantern,Drama,1991
Suburban Commando,Action,1991
Popcorn,Comedy,1991
Mobsters,Crime,1991
Operation Condor,Action,1991
If Looks Could Kill,Action,1991
The Butcher's Wife,Comedy,1991
Dying Young,Drama,1991
Dogfight,Comedy,1991
Whore,Drama,1991
Hear My Song,Comedy,1991
Other People's Money,Comedy,1991
Delirious,Comedy,1991
Flirting,Drama,1991
The Pit and the Pendulum,Horror,1991
High Heels,Comedy,1991
Little Man Tate,Drama,1991
Shadows and Fog,Comedy,1991
Shakes the Clown,Comedy,1991
Black Robe,Adventure,1991
Billy Bathgate,Crime,1991
Europa,Drama,1991
The Doctor,Drama,1991
Kafka,Drama,1991
Johnny Suede,Comedy,1991
Mystery Date,Comedy,1991
Ernest Scared Stupid,Comedy,1991
The Five Heartbeats,Drama,1991
Mississippi Masala,Drama,1991
The Marrying Man,Comedy,1991
"He Said, She Said",Comedy,1991
Poison,Drama,1991
King Ralph,Comedy,1991
Enchanted April,Drama,1991
Mediterraneo,Comedy,1991
House Party 2,Comedy,1991
Deceived,Crime,1991
The Perfect Weapon,Action,1991
Class Action,Drama,1991
Under Suspicion,Crime,1991
Edward II,Drama,1991
The Princess and the Goblin,Animation,1991
Rambling Rose,Drama,1991
Big Girls Don't Cry... They Get Even,Comedy,1991
K2,Adventure,1991
Prospero's Books,Drama,1991
Pure Luck,Comedy,1991
F/X2,Action,1991
The Adjuster,Comedy,1991
Mortal Thoughts,Mystery,1991
Another You,Comedy,1991
For the Boys,Comedy,1991
Beastmaster 2: Through the Portal of Time,Action,1991
McBain,Action,1991
Eve of Destruction,Action,1991
A Rage in Harlem,Comedy,1991
Rhapsody in August,Drama,1991
Kickboxer 2: the Road Back,Action,1991
V.I. Warshawski,Action,1991
The Super,Comedy,1991
Proof,Drama,1991
At Play in the Fields of the Lord,Drama,1991
True Colors,Drama,1991
Impromptu,Biography,1991
A Kiss Before Dying,Crime,1991
Guilty by Suspicion,Drama,1991
Scissors,Horror,1991
Where Angels Fear to Tread,Drama,1991
Tous les matins du monde,Biography,1991
The Hitman,Action,1991
Bingo,Adventure,1991
Queens Logic,Comedy,1991
Body Parts,Horror,1991
One Good Cop,Action,1991
Year of the Gun,Action,1991
Strictly Business,Comedy,1991
The Efficiency Expert,Comedy,1991
All I Want for Christmas,Comedy,1991
29th Street,Comedy,1991
Shout,Drama,1991
Daughters of the Dust,Drama,1991
Once Around,Comedy,1991
Sólo con tu pareja,Comedy,1991
The Taking of Beverly Hills,Action,1991
Run,Action,1991
Paradise,Drama,1991
Madame Bovary,Drama,1991
Company Business,Action,1991
Talent for the Game,Drama,1991
City of Hope,Crime,1991
Riff-Raff,Comedy,1991
The Object of Beauty,Comedy,1991
Liebestraum,Mystery,1991
Voyager,Drama,1991
Closet Land,Drama,1991
Timebomb,Action,1991
Crooked Hearts,Drama,1991
The Unborn,Drama,1991
Van Gogh,Biography,1991
Late for Dinner,Drama,1991
Lovers: A True Story,Action,1991
Johnny Stecchino,Comedy,1991
Stepping Out,Comedy,1991
The Inner Circle,Biography,1991
"Mon père, ce héros.",Comedy,1991
Defenseless,Mystery,1991
Reservoir Dogs,Crime,1992
Basic Instinct,Drama,1992
Candyman,Horror,1992
My Cousin Vinny,Comedy,1992
The Last of the Mohicans,Action,1992
Dracula,Horror,1992
Unforgiven,Drama,1992
A Few Good Men,Drama,1992
A League of Their Own,Comedy,1992
The Bodyguard,Action,1992
Scent of a Woman,Drama,1992
Batman Returns,Action,1992
The Mighty Ducks,Comedy,1992
Aladdin,Animation,1992
Sister Act,Comedy,1992
Alien 3,Action,1992
Death Becomes Her,Comedy,1992
Far and Away,Adventure,1992
The Crying Game,Crime,1992
Howards End,Drama,1992
Under Siege,Action,1992
Deep Cover,Action,1992
Single White Female,Drama,1992
Cool World,Animation,1992
Glengarry Glen Ross,Crime,1992
Wayne's World,Comedy,1992
Army of Darkness,Comedy,1992
A River Runs Through It,Drama,1992
Twin Peaks: Fire Walk with Me,Drama,1992
Of Mice and Men,Drama,1992
Beethoven,Comedy,1992
Universal Soldier,Action,1992
Buffy the Vampire Slayer,Action,1992
Sleepwalkers,Fantasy,1992
Chaplin,Biography,1992
The Lover,Biography,1992
Home Alone 2: Lost in New York,Adventure,1992
The Hand That Rocks the Cradle,Drama,1992
Newsies,Drama,1992
Malcolm X,Biography,1992
Patriot Games,Action,1992
Dead Alive,Comedy,1992
Poison Ivy,Drama,1992
Sneakers,Comedy,1992
The Lawnmower Man,Horror,1992
The Player,Comedy,1992
Encino Man,Comedy,1992
White Men Can't Jump,Comedy,1992
Lethal Weapon 3,Action,1992
American Me,Biography,1992
El Mariachi,Action,1992
Bitter Moon,Drama,1992
Pet Sematary II,Fantasy,1992
Bad Lieutenant,Crime,1992
Singles,Comedy,1992
FernGully: The Last Rainforest,Animation,1992
HouseSitter,Comedy,1992
School Ties,Drama,1992
Hoffa,Biography,1992
Juice,Action,1992
Damage,Drama,1992
Forever Young,Drama,1992
Man Bites Dog,Comedy,1992
3 Ninjas,Action,1992
Hellraiser III: Hell on Earth,Horror,1992
Body of Evidence,Drama,1992
"Honey, I Blew Up the Kid",Adventure,1992
Captain Ron,Adventure,1992
The Cutting Edge,Comedy,1992
Passenger 57,Action,1992
"Jamón, Jamón",Comedy,1992
Children of the Corn II: the Final Sacrifice,Horror,1992
Ladybugs,Comedy,1992
Radio Flyer,Drama,1992
Strictly Ballroom,Comedy,1992
Raising Cain,Crime,1992
Orlando,Biography,1992
Gladiator,Action,1992
Split Second,Action,1992
Tom and Jerry: The Movie,Animation,1992
Toys,Adventure,1992
Romper Stomper,Crime,1992
1492: Conquest of Paradise,Adventure,1992
Pure Country,Drama,1992
Boomerang,Comedy,1992
The Power of One,Drama,1992
Dr. Giggles,Comedy,1992
Sidekicks,Action,1992
Medicine Man,Adventure,1992
Honeymoon in Vegas,Comedy,1992
Thunderheart,Crime,1992
Stop! Or My Mom Will Shoot,Action,1992
Innocent Blood,Action,1992
Unlawful Entry,Crime,1992
Lorenzo's Oil,Biography,1992
Final Analysis,Drama,1992
One False Move,Crime,1992
Stay Tuned,Adventure,1992
Consenting Adults,Crime,1992
Fortress,Action,1992
Once Upon a Crime...,Comedy,1992
Mom and Dad Save the World,Adventure,1992
Supercop,Action,1992
Jennifer 8,Crime,1992
Bébé's Kids,Animation,1992
Memoirs of an Invisible Man,Comedy,1992
Peter's Friends,Comedy,1992
Freejack,Action,1992
Como agua para chocolate,Drama,1992
Leap of Faith,Comedy,1992
Noises Off...,Comedy,1992
Class Act,Comedy,1992
Diggstown,Drama,1992
Indochine,Drama,1992
Nemesis,Action,1992
Kuffs,Action,1992
Shining Through,Drama,1992
Mo' Money,Action,1992
Husbands and Wives,Comedy,1992
Trespass,Action,1992
Love Potion No. 9,Comedy,1992
Rapid Fire,Action,1992
Wind,Action,1992
Hero,Comedy,1992
South Central,Crime,1992
The Muppet Christmas Carol,Comedy,1992
Un Coeur en Hiver,Drama,1992
Tokyo Decadence,Drama,1992
Mr. Baseball,Comedy,1992
Love Crimes,Romance,1992
Naked Killer,Action,1992
CrissCross,Crime,1992
Waterland,Drama,1992
The Distinguished Gentleman,Comedy,1992
White Sands,Action,1992
Belle Epoque,Comedy,1992
Swoon,Crime,1992
Knight Moves,Crime,1992
Light Sleeper,Crime,1992
A Midnight Clear,Drama,1992
Bob Roberts,Comedy,1992
Sarafina!,Drama,1992
For a Lost Soldier,Drama,1992
In the Soup,Comedy,1992
A Stranger Among Us,Crime,1992
Where the Day Takes You,Crime,1992
Passion Fish,Drama,1992
That Night,Drama,1992
Gas Food Lodging,Drama,1992
American Heart,Crime,1992
The Babe,Biography,1992
La sentinelle,Drama,1992
Christopher Columbus: The Discovery,Adventure,1992
Claire of the Moon,Drama,1992
Prelude to a Kiss,Comedy,1992
The Best Intentions,Biography,1992
The Public Eye,Crime,1992
Article 99,Comedy,1992
The Mambo Kings,Drama,1992
Into the West,Adventure,1992
The Playboys,Drama,1992
City of Joy,Drama,1992
Straight Talk,Comedy,1992
Qing shao nian nuo zha,Crime,1992
Love Field,Drama,1992
Mr. Saturday Night,Comedy,1992
Twin Dragons,Action,1992
Aces: Iron Eagle III,Action,1992
The Living End,Comedy,1992
Simple Men,Crime,1992
Guncrazy,Crime,1992
Folks!,Comedy,1992
Léolo,Comedy,1992
Night and the City,Comedy,1992
Whispers in the Dark,Drama,1992
Zebrahead,Drama,1992
Hyenas,Comedy,1992
A Tale of Winter,Drama,1992
Man Trouble,Comedy,1992
Laws of Gravity,Crime,1992
Brain Donors,Comedy,1992
Out on a Limb,Comedy,1992
Tetsuo II: Body Hammer,Action,1992
Traces of Red,Crime,1992
Storyville,Drama,1992
Rescue Me,Action,1992
Map of the Human Heart,Adventure,1992
Ruby Cairo,Mystery,1992
The Waterdance,Drama,1992
Year of the Comet,Action,1992
This Is My Life,Drama,1992
Mistress,Comedy,1992
Passed Away,Comedy,1992
Blame It on the Bellboy,Comedy,1992
Leaving Normal,Comedy,1992
House of Angels,Comedy,1992
The Long Day Closes,Biography,1992
Once Upon a Time in China III,Action,1992
Shadow of the Wolf,Adventure,1992
The Gun in Betty Lou's Handbag,Comedy,1992
Tombstone,Action,1993
The Sandlot,Comedy,1993
Jurassic Park,Action,1993
Dazed and Confused,Comedy,1993
Schindler's List,Biography,1993
True Romance,Crime,1993
Naked,Comedy,1993
Robin Hood: Men in Tights,Adventure,1993
A Bronx Tale,Crime,1993
What's Eating Gilbert Grape,Drama,1993
Hocus Pocus,Comedy,1993
Carlito's Way,Crime,1993
Mrs. Doubtfire,Comedy,1993
The Fugitive,Action,1993
Demolition Man,Action,1993
Dennis the Menace,Comedy,1993
Falling Down,Action,1993
The Pelican Brief,Crime,1993
The Firm,Drama,1993
Last Action Hero,Action,1993
Sister Act 2: Back in the Habit,Comedy,1993
Groundhog Day,Comedy,1993
Philadelphia,Drama,1993
Super Mario Bros.,Adventure,1993
Sleepless in Seattle,Comedy,1993
Cliffhanger,Action,1993
The Piano,Drama,1993
The Nightmare Before Christmas,Animation,1993
Rookie of the Year,Comedy,1993
"Blood In, Blood Out",Crime,1993
In the Name of the Father,Biography,1993
Alive,Biography,1993
Addams Family Values,Comedy,1993
Indecent Proposal,Drama,1993
In the Line of Fire,Action,1993
The Age of Innocence,Drama,1993
Menace II Society,Crime,1993
Gettysburg,Drama,1993
The Three Musketeers,Action,1993
Homeward Bound: The Incredible Journey,Adventure,1993
The Secret Garden,Drama,1993
Free Willy,Adventure,1993
RoboCop 3,Action,1993
The Remains of the Day,Drama,1993
Hard Target,Action,1993
Fire in the Sky,Biography,1993
Cool Runnings,Adventure,1993
Dave,Comedy,1993
Kalifornia,Crime,1993
Benny & Joon,Comedy,1993
Sliver,Drama,1993
Rudy,Biography,1993
Coneheads,Comedy,1993
So I Married an Axe Murderer,Comedy,1993
Hot Shots! Part Deux,Action,1993
Much Ado About Nothing,Comedy,1993
The Crush,Drama,1993
Loaded Weapon 1,Action,1993
This Boy's Life,Biography,1993
Three Colors: Blue,Drama,1993
Grumpy Old Men,Comedy,1993
A Perfect World,Crime,1993
Leprechaun,Comedy,1993
Malice,Crime,1993
What's Love Got to Do with It,Biography,1993
Short Cuts,Comedy,1993
Son in Law,Comedy,1993
Striking Distance,Action,1993
Return of the Living Dead III,Horror,1993
Searching for Bobby Fischer,Biography,1993
Jason Goes to Hell: the Final Friday,Fantasy,1993
Matinee,Comedy,1993
The Good Son,Drama,1993
The Beverly Hillbillies,Comedy,1993
Beethoven's 2nd,Comedy,1993
Killing Zoe,Crime,1993
Cronos,Fantasy,1993
Geronimo: An American Legend,Drama,1993
Wayne's World 2,Comedy,1993
Point of No Return,Action,1993
Boxing Helena,Drama,1993
Romeo Is Bleeding,Crime,1993
Rising Sun,Action,1993
For Love or Money,Comedy,1993
Teenage Mutant Ninja Turtles III,Action,1993
Body Snatchers,Horror,1993
Stalingrad,Drama,1993
Airborne,Adventure,1993
The Thing Called Love,Comedy,1993
The Vanishing,Drama,1993
The House of the Spirits,Drama,1993
Undercover Blues,Comedy,1993
Little Buddha,Drama,1993
Dragon,Action,1993
Poetic Justice,Drama,1993
The Joy Luck Club,Drama,1993
The Cement Garden,Drama,1993
Untamed Heart,Drama,1993
Batman: Mask of the Phantasm,Animation,1993
Freaked,Comedy,1993
Swing Kids,Drama,1993
Heart and Souls,Comedy,1993
Needful Things,Crime,1993
Ruby in Paradise,Drama,1993
Six Degrees of Separation,Comedy,1993
The Man Without a Face,Drama,1993
Farewell My Concubine,Drama,1993
Sniper,Action,1993
Judgment Night,Action,1993
Shadowlands,Biography,1993
Arizona Dream,Comedy,1993
Nowhere to Run,Action,1993
King of the Hill,Drama,1993
Mad Dog and Glory,Comedy,1993
We're Back! A Dinosaur's Story,Animation,1993
Red Rock West,Crime,1993
The Program,Action,1993
Ghost in the Machine,Horror,1993
Fearless,Drama,1993
Manhattan Murder Mystery,Comedy,1993
Surf Ninjas,Action,1993
Weekend at Bernie's II,Adventure,1993
Les visiteurs,Comedy,1993
The Adventures of Huck Finn,Adventure,1993
Made in America,Comedy,1993
Dream Lover,Drama,1993
M. Butterfly,Drama,1993
The Dark Half,Horror,1993
Only the Strong,Action,1993
My Life,Drama,1993
Mi vida loca,Crime,1993
Look Who's Talking Now,Comedy,1993
The Meteor Man,Action,1993
Fatal Instinct,Comedy,1993
CB4,Comedy,1993
Calendar Girl,Comedy,1993
Heaven & Earth,Action,1993
Indian Summer,Comedy,1993
Once Upon a Forest,Animation,1993
Posse,Western,1993
Flesh and Bone,Drama,1993
Sommersby,Drama,1993
Even Cowgirls Get the Blues,Comedy,1993
Life with Mikey,Comedy,1993
Best of the Best II,Action,1993
The Thief and the Cobbler,Animation,1993
My Boyfriend's Back,Comedy,1993
Warlock: The Armageddon,Action,1993
The Scent of Green Papaya,Drama,1993
Kika,Comedy,1993
Wide Sargasso Sea,Drama,1993
Iron Monkey,Action,1993
Mr. Nanny,Action,1993
The Real McCoy,Crime,1993
3 Ninjas: Knuckle Up,Action,1993
Father Hood,Adventure,1993
"Faraway, So Close!",Drama,1993
Dangerous Game,Drama,1993
Deadfall,Crime,1993
A Home of Our Own,Biography,1993
A Far Off Place,Adventure,1993
Guilty as Sin,Crime,1993
The Wedding Banquet,Comedy,1993
Another Stakeout,Comedy,1993
Aspen Extreme,Drama,1993
Suture,Drama,1993
Blink,Crime,1993
Where the Rivers Flow North,Drama,1993
Sugar Hill,Crime,1993
Man's Best Friend,Comedy,1993
Mr. Jones,Drama,1993
Carnosaur,Horror,1993
Mr. Wonderful,Comedy,1993
Cop & ½,Comedy,1993
Madadayo,Drama,1993
Caro diario,Biography,1993
Jack the Bear,Comedy,1993
Money for Nothing,Comedy,1993
Naked in New York,Comedy,1993
Son of the Pink Panther,Comedy,1993
Jung on zo,Action,1993
Totally F***ed Up,Comedy,1993
"Bodies, Rest & Motion",Drama,1993
House of Cards,Drama,1993
Bhaji on the Beach,Comedy,1993
Silent Tongue,Drama,1993
Amos & Andrew,Comedy,1993
Splitting Heirs,Comedy,1993
Born Yesterday,Comedy,1993
Mother's Boys,Drama,1993
The Nutcracker,Family,1993
Philadelphia Experiment II,Action,1993
Blue,Biography,1993
Fear of a Black Hat,Comedy,1993
Ed and His Dead Mother,Comedy,1993
Boiling Point,Action,1993
A Dangerous Woman,Drama,1993
Josh and S.A.M.,Adventure,1993
Ethan Frome,Drama,1993
The Night We Never Met,Comedy,1993
The Shawshank Redemption,Drama,1994
Pulp Fiction,Crime,1994
Forrest Gump,Drama,1994
Léon: The Professional,Action,1994
True Lies,Action,1994
The Lion King,Animation,1994
The Mask,Action,1994
Speed,Action,1994
Stargate,Action,1994
The Little Rascals,Comedy,1994
Dumb and Dumber,Comedy,1994
Legends of the Fall,Drama,1994
Natural Born Killers,Action,1994
The Crow,Action,1994
Interview with the Vampire: the Vampire Chronicles,Drama,1994
Four Weddings and a Funeral,Comedy,1994
The Flintstones,Comedy,1994
Ace Ventura: Pet Detective,Comedy,1994
Little Women,Drama,1994
Street Fighter,Action,1994
Chungking Express,Comedy,1994
Clear and Present Danger,Action,1994
D2: The Mighty Ducks,Comedy,1994
Heavenly Creatures,Biography,1994
Clerks,Comedy,1994
Camp Nowhere,Adventure,1994
Maverick,Action,1994
Wyatt Earp,Adventure,1994
The Last Seduction,Crime,1994
"The Adventures of Priscilla, Queen of the Desert",Comedy,1994
Little Giants,Comedy,1994
Ed Wood,Biography,1994
Star Trek: Generations,Action,1994
Disclosure,Drama,1994
Angels in the Outfield,Comedy,1994
In the Mouth of Madness,Drama,1994
Richie Rich,Comedy,1994
Beverly Hills Cop III,Action,1994
Reality Bites,Comedy,1994
Naked Gun 33 1/3: the Final Insult,Comedy,1994
Sirens,Comedy,1994
Three Colors: Red,Drama,1994
Junior,Comedy,1994
New Nightmare,Fantasy,1994
Baby's Day Out,Adventure,1994
The River Wild,Adventure,1994
Airheads,Comedy,1994
Texas Chainsaw Massacre: The Next Generation,Comedy,1994
The Next Karate Kid,Action,1994
Blown Away,Action,1994
Color of Night,Mystery,1994
North,Adventure,1994
Muriel's Wedding,Comedy,1994
The Client,Crime,1994
Blank Check,Comedy,1994
It Could Happen to You,Comedy,1994
Only You,Comedy,1994
Once Were Warriors,Crime,1994
Wolf,Drama,1994
Mary Shelley's Frankenstein,Drama,1994
Exit to Eden,Comedy,1994
The Jungle Book,Adventure,1994
The Hudsucker Proxy,Comedy,1994
Timecop,Action,1994
The Santa Clause,Comedy,1994
The Specialist,Action,1994
The Pagemaster,Animation,1994
Shallow Grave,Crime,1994
Serial Mom,Comedy,1994
Bad Girls,Action,1994
The Shadow,Action,1994
When a Man Loves a Woman,Drama,1994
Blue Sky,Drama,1994
Quiz Show,Biography,1994
Surviving the Game,Action,1994
My Father the Hero,Comedy,1994
Nell,Drama,1994
Three Colors: White,Comedy,1994
My Girl 2,Comedy,1994
Chasers,Action,1994
The Getaway,Action,1994
Major League II,Comedy,1994
Torment,Crime,1994
Don Juan DeMarco,Comedy,1994
Exotica,Drama,1994
Clifford,Comedy,1994
Thumbelina,Animation,1994
Double Dragon,Action,1994
Death and the Maiden,Drama,1994
PCU,Comedy,1994
The Postman,Biography,1994
8 Seconds,Biography,1994
The Madness of King George,Biography,1994
Of Love and Shadows,Drama,1994
Nobody's Fool,Comedy,1994
Wagons East,Adventure,1994
The Secret of Roan Inish,Drama,1994
Above the Rim,Crime,1994
Greedy,Comedy,1994
With Honors,Comedy,1994
Police Academy: Mission to Moscow,Comedy,1994
Little Big League,Comedy,1994
On Deadly Ground,Action,1994
Ready to Wear,Comedy,1994
Bullets Over Broadway,Comedy,1994
Queen Margot,Biography,1994
Crooklyn,Comedy,1994
Spanking the Monkey,Comedy,1994
The Legend of Drunken Master,Action,1994
Intersection,Drama,1994
Sister My Sister,Drama,1994
Miracle on 34th Street,Family,1994
The Swan Princess,Animation,1994
Threesome,Comedy,1994
The War,Drama,1994
The Chase,Action,1994
Milk Money,Comedy,1994
Renaissance Man,Comedy,1994
S.F.W.,Comedy,1994
Jason's Lyric,Crime,1994
Immortal Beloved,Biography,1994
Eat Drink Man Woman,Comedy,1994
Blue Chips,Drama,1994
The Cowboy Way,Action,1994
No Escape,Action,1994
The Road to Wellville,Comedy,1994
Andre,Adventure,1994
Highlander: The Final Dimension,Action,1994
Cemetery Man,Comedy,1994
Death Machine,Action,1994
Ashes of Time,Action,1994
Brainscan,Comedy,1994
Cabin Boy,Adventure,1994
Guarding Tess,Comedy,1994
Black Beauty,Adventure,1994
Iron Will,Adventure,1994
Drop Zone,Action,1994
Through the Olive Trees,Drama,1994
To Live,Drama,1994
In the Army Now,Comedy,1994
Trapped in Paradise,Adventure,1994
Death Wish: The Face of Death,Action,1994
City Slickers II: the Legend of Curly's Gold,Comedy,1994
"Corrina, Corrina",Comedy,1994
The Ref,Comedy,1994
I.Q.,Comedy,1994
3 Ninjas Kick Back,Action,1994
It's Pat: the Movie,Comedy,1994
The Favor,Comedy,1994
The Paper,Comedy,1994
Terminal Velocity,Action,1994
China Moon,Crime,1994
Cops and Robbersons,Comedy,1994
Little Odessa,Crime,1994
Lassie,Family,1994
Monkey Trouble,Adventure,1994
Fresh,Crime,1994
The Puppet Masters,Horror,1994
The Scout,Comedy,1994
Backbeat,Biography,1994
Leprechaun 2,Comedy,1994
Love Affair,Comedy,1994
Mixed Nuts,Comedy,1994
Silent Fall,Drama,1994
House Party 3,Comedy,1994
The Air Up There,Comedy,1994
Sleep with Me,Comedy,1994
Princess Caraboo,Comedy,1994
A Low Down Dirty Shame,Action,1994
Lightning Jack,Comedy,1994
A Pure Formality,Crime,1994
Swimming with Sharks,Comedy,1994
I Love Trouble,Action,1994
A Troll in Central Park,Animation,1994
Mosquito,Horror,1994
Blankman,Action,1994
Trading Mom,Comedy,1994
A Simple Twist of Fate,Comedy,1994
Farinelli,Biography,1994
Priest,Drama,1994
Mrs. Parker and the Vicious Circle,Biography,1994
Barcelona,Comedy,1994
Pred dozhdot,Drama,1994
Burnt by the Sun,Drama,1994
War of the Buttons,Adventure,1994
There Goes My Baby,Comedy,1994
The Sum of Us,Comedy,1994
Radioland Murders,Comedy,1994
The Inkwell,Comedy,1994
Being Human,Comedy,1994
Jimmy Hollywood,Crime,1994
Holy Matrimony,Comedy,1994
Tom & Viv,Biography,1994
Squanto: A Warrior's Tale,Adventure,1994
My Summer Story,Comedy,1994
Getting Even with Dad,Comedy,1994
River of Grass,Drama,1994
Rapa Nui,Action,1994
The Browning Version,Drama,1994
Cobb,Biography,1994
Heat,Crime,1995
Clueless,Comedy,1995
Se7en,Crime,1995
Braveheart,Biography,1995
Apollo 13,Adventure,1995
The Usual Suspects,Crime,1995
Jumanji,Adventure,1995
Casino,Crime,1995
Congo,Action,1995
Batman Forever,Action,1995
Kids,Drama,1995
Toy Story,Animation,1995
Desperado,Action,1995
Die Hard with a Vengeance,Action,1995
Mortal Kombat,Action,1995
Mallrats,Comedy,1995
12 Monkeys,Mystery,1995
Leaving Las Vegas,Drama,1995
Showgirls,Drama,1995
Before Sunrise,Drama,1995
Friday,Comedy,1995
Sense and Sensibility,Drama,1995
Waterworld,Action,1995
The Basketball Diaries,Biography,1995
Bad Boys,Action,1995
Billy Madison,Comedy,1995
Mighty Morphin Power Rangers: The Movie,Action,1995
GoldenEye,Action,1995
Species,Action,1995
Outbreak,Action,1995
Four Rooms,Comedy,1995
Empire Records,Comedy,1995
The Quick and the Dead,Action,1995
Hackers,Comedy,1995
La Haine,Crime,1995
Casper,Comedy,1995
"To Wong Foo Thanks for Everything, Julie Newmar",Comedy,1995
Heavyweights,Comedy,1995
Tank Girl,Action,1995
Now and Then,Comedy,1995
